name,fips,stateFips
Abbeville,00124,01
Adamsville,00460,01
Addison,00484,01
Akron,00676,01
Alabaster,00820,01
Albertville,00988,01
Alexander City,01132,01
Aliceville,01228,01
Allgood,01396,01
Altoona,01660,01
Andalusia,01708,01
Anderson,01756,01
Anniston,01852,01
Arab,02116,01
Ardmore,02260,01
Argo,02320,01
Ariton,02428,01
Arley,02500,01
Ashford,02836,01
Ashland,02860,01
Ashville,02908,01
Athens,02956,01
Atmore,03004,01
Attalla,03028,01
Auburn,03076,01
Autaugaville,03220,01
Avon,03364,01
Babbie,03556,01
Baileyton,03676,01
Bakerhill,03724,01
Banks,03940,01
Bay Minette,04660,01
Bayou La Batre,04684,01
Bear Creek,04852,01
Beatrice,04900,01
Beaverton,04948,01
Belk,05164,01
Benton,05692,01
Berry,05932,01
Bessemer,05980,01
Billingsley,06460,01
Birmingham,07000,01
Black,07120,01
Blountsville,07456,01
Blue Springs,07672,01
Boaz,07912,01
Boligee,08104,01
Bon Air,08248,01
Brantley,09016,01
Brent,09136,01
Brewton,09208,01
Bridgeport,09328,01
Brighton,09400,01
Brilliant,09424,01
Brookside,09736,01
Brookwood,09808,01
Brundidge,10240,01
Butler,11032,01
Calera,11416,01
Camden,11512,01
Camp Hill,11680,01
Carbon Hill,12016,01
Cardiff,12040,01
Carolina,12160,01
Carrollton,12304,01
Castleberry,12496,01
Cedar Bluff,12760,01
Center Point,13264,01
Centre,13648,01
Centreville,13672,01
Chatom,14008,01
Chelsea,14104,01
Cherokee,14152,01
Chickasaw,14392,01
Childersburg,14464,01
Citronelle,15064,01
Clanton,15136,01
Clay,15256,01
Clayhatchee,15304,01
Clayton,15376,01
Cleveland,15472,01
Clio,15640,01
Coaling,16000,01
Coffee Springs,16240,01
Coffeeville,16264,01
Coker,16312,01
Collinsville,16600,01
Colony,16684,01
Columbia,16744,01
Columbiana,16768,01
Coosada,17176,01
Cordova,17368,01
Cottonwood,17824,01
County Line,17968,01
Courtland,18040,01
Cowarts,18088,01
Creola,18304,01
Crossville,18856,01
Cuba,18952,01
Cullman,18976,01
Cusseta,19216,01
Dadeville,19336,01
Daleville,19360,01
Daphne,19648,01
Dauphin Island,19744,01
Daviston,19816,01
Dayton,19912,01
Deatsville,20008,01
Decatur,20104,01
Demopolis,20296,01
Detroit,20392,01
Dodge City,20955,01
Dora,21136,01
Dothan,21184,01
Double Springs,21280,01
Douglas,21328,01
Dozier,21448,01
Dutton,21952,01
East Brewton,22216,01
Eclectic,22816,01
Edwardsville,23176,01
Elba,23296,01
Elberta,23320,01
Eldridge,23344,01
Elkmont,23488,01
Elmore,23656,01
Emelle,23872,01
Enterprise,24184,01
Epes,24256,01
Ethelsville,24472,01
Eufaula,24568,01
Eutaw,24664,01
Eva,24688,01
Evergreen,24808,01
Excel,24880,01
Fairfield,25120,01
Fairhope,25240,01
Fairview,25384,01
Falkville,25648,01
Faunsdale,25816,01
Fayette,25840,01
Five Points,26200,01
Flomaton,26824,01
Florala,26848,01
Florence,26896,01
Foley,26992,01
Forkland,27376,01
Fort Deposit,27520,01
Fort Payne,27616,01
Franklin,28024,01
Frisco City,28312,01
Fruithurst,28432,01
Fulton,28504,01
Fultondale,28552,01
Fyffe,28672,01
Gadsden,28696,01
Gainesville,28768,01
Gantt,28936,01
Garden City,29032,01
Gardendale,29056,01
Gaylesville,29296,01
Geiger,29392,01
Geneva,29464,01
Georgiana,29560,01
Geraldine,29608,01
Gilbertown,29704,01
Glen Allen,29944,01
Glencoe,29992,01
Glenwood,30160,01
Goldville,30448,01
Good Hope,30496,01
Goodwater,30640,01
Gordo,30736,01
Gordon,30760,01
Gordonville,30808,01
Goshen,30880,01
Grant,31096,01
Graysville,31384,01
Greensboro,31720,01
Greenville,31912,01
Grimes,32056,01
Grove Hill,32080,01
Guin,32224,01
Gulf Shores,32272,01
Guntersville,32416,01
Gurley,32440,01
Gu-Win,32536,01
Hackleburg,32560,01
Haleburg,32656,01
Haleyville,32704,01
Hamilton,32848,01
Hammondville,32896,01
Hanceville,32968,01
Harpersville,33256,01
Hartford,33424,01
Hartselle,33448,01
Hayden,33640,01
Hayneville,33712,01
Headland,33856,01
Heath,33904,01
Heflin,33976,01
Helena,34024,01
Henagar,34096,01
Highland Lake,34480,01
Hillsboro,34816,01
Hobson City,35152,01
Hodges,35200,01
Hokes Bluff,35392,01
Holly Pond,35560,01
Hollywood,35632,01
Homewood,35800,01
Hoover,35896,01
Horn Hill,36088,01
Hueytown,36448,01
Huntsville,37000,01
Hurtsboro,37096,01
Hytop,37264,01
Ider,37312,01
Indian Springs Village,37465,01
Irondale,37864,01
Jackson,38152,01
Jacksons' Gap,38248,01
Jacksonville,38272,01
Jasper,38416,01
Jemison,38608,01
Kansas,39280,01
Kellyton,39472,01
Kennedy,39520,01
Killen,39784,01
Kimberly,39856,01
Kinsey,40072,01
Kinston,40096,01
La Fayette,40672,01
Lakeview,40888,01
Lake View,40928,01
Lanett,41296,01
Langston,41368,01
Leeds,41968,01
Leesburg,42016,01
Leighton,42160,01
Lester,42352,01
Level Plains,42472,01
Lexington,42640,01
Libertyville,42808,01
Lincoln,43120,01
Linden,43240,01
Lineville,43264,01
Lipscomb,43336,01
Lisman,43384,01
Littleville,43648,01
Livingston,43720,01
Loachapoka,43744,01
Lockhart,43816,01
Locust Fork,43888,01
Louisville,44344,01
Lowndesboro,44536,01
Loxley,44608,01
Luverne,44728,01
Lynn,44800,01
McIntosh,45472,01
McKenzie,45496,01
McMullen,45640,01
Madison,45784,01
Madrid,45904,01
Magnolia Springs,46072,01
Malvern,46264,01
Maplesville,46504,01
Margaret,46696,01
Marion,46768,01
Maytown,47728,01
Memphis,48052,01
Mentone,48064,01
Midfield,48376,01
Midland City,48400,01
Midway,48424,01
Millbrook,48712,01
Millport,48808,01
Millry,48832,01
Mobile,50000,01
Monroeville,50192,01
Montevallo,50312,01
Montgomery,51000,01
Moody,51096,01
Mooresville,51264,01
Morris,51456,01
Mosses,51520,01
Moulton,51600,01
Moundville,51648,01
Mountain Brook,51696,01
Mount Vernon,52608,01
Mulga,52776,01
Munford,52848,01
Muscle Shoals,53016,01
Myrtlewood,53112,01
Napier Field,53256,01
Natural Bridge,53376,01
Nauvoo,53400,01
Nectar,53448,01
Needham,53472,01
Newbern,53784,01
New Brockton,53856,01
New Hope,54168,01
New Site,54432,01
Newton,54480,01
Newville,54600,01
North Courtland,55044,01
North Johns,55152,01
Northport,55200,01
Notasulga,55440,01
Oak Grove,55752,01
Oak Hill,55848,01
Oakman,55992,01
Odenville,56400,01
Ohatchee,56472,01
Oneonta,57000,01
Onycha,57024,01
Opelika,57048,01
Opp,57120,01
Orange Beach,57144,01
Orrville,57240,01
Owens Cross Roads,57504,01
Oxford,57576,01
Ozark,57648,01
Paint Rock,57696,01
Parrish,58272,01
Pelham,58848,01
Pell City,58896,01
Pennington,58968,01
Perdido Beach,59088,01
Petrey,59328,01
Phenix City,59472,01
Phil Campbell,59496,01
Pickensville,59592,01
Piedmont,59640,01
Pike Road,59760,01
Pinckard,59832,01
Pine Apple,59880,01
Pine Hill,60240,01
Pine Ridge,60372,01
Pinson,60648,01
Pisgah,60720,01
Pleasant Grove,61008,01
Pleasant Groves,61038,01
Pollard,61536,01
Powell,62075,01
Prattville,62328,01
Priceville,62472,01
Prichard,62496,01
Providence,62688,01
Ragland,63216,01
Rainbow City,63288,01
Rainsville,63336,01
Ranburne,63408,01
Red Bay,63576,01
Red Level,63768,01
Reece City,63984,01
Reform,64104,01
Rehobeth,64152,01
Repton,64368,01
Ridgeville,64656,01
River Falls,64776,01
Riverside,64920,01
Riverview,65016,01
Roanoke,65040,01
Robertsdale,65208,01
Rockford,65472,01
Rogersville,66216,01
Rosa,66408,01
Russellville,67056,01
Rutledge,67176,01
St. Florian,67536,01
Samson,67800,01
Sand Rock,67920,01
Sanford,68016,01
Saraland,68160,01
Sardis City,68280,01
Satsuma,68352,01
Scottsboro,68736,01
Section,69000,01
Selma,69120,01
Semmes,69240,01
Sheffield,69648,01
Shiloh,69840,01
Shorter,70128,01
Silas,70416,01
Silverhill,70536,01
Sipsey,70704,01
Skyline,70896,01
Slocomb,71040,01
Smiths Station,71190,01
Snead,71280,01
Somerville,71496,01
Southside,71832,01
South Vinemont,71900,01
Spanish Fort,71976,01
Springville,72600,01
Steele,72888,01
Stevenson,73080,01
Sulligent,73728,01
Sumiton,73848,01
Summerdale,73872,01
Susan Moore,74160,01
Sweet Water,74304,01
Sylacauga,74352,01
Sylvania,74400,01
Sylvan Springs,74424,01
Talladega,74592,01
Talladega Springs,74616,01
Tallassee,74688,01
Tarrant,74976,01
Taylor,75096,01
Thomaston,75936,01
Thomasville,75960,01
Thorsby,76080,01
Town Creek,76584,01
Toxey,76632,01
Trafford,76680,01
Triana,76824,01
Trinity,76872,01
Troy,76920,01
Trussville,76944,01
Tuscaloosa,77256,01
Tuscumbia,77280,01
Tuskegee,77304,01
Twin,77352,01
Union,77616,01
Union Grove,77784,01
Union Springs,77880,01
Uniontown,77904,01
Valley,78204,01
Valley Grande,78232,01
Valley Head,78240,01
Vance,78264,01
Vernon,78480,01
Vestavia Hills,78552,01
Vina,78984,01
Vincent,79008,01
Vredenburgh,79272,01
Wadley,79344,01
Waldo,79488,01
Walnut Grove,79728,01
Warrior,79944,01
Waterloo,80064,01
Waverly,80256,01
Weaver,80352,01
Webb,80376,01
Wedowee,80496,01
West Blocton,80928,01
West Jefferson,81336,01
Westover,81504,01
West Point,81528,01
Wetumpka,81720,01
White Hall,81912,01
Wilsonville,82848,01
Wilton,82872,01
Winfield,82992,01
Woodland,83400,01
Woodstock,83640,01
Woodville,83664,01
Yellow Bluff,83976,01
York,84096,01
Adak,00065,02
Akhiok,00650,02
Akiak,00870,02
Akutan,01090,02
Alakanuk,01200,02
Aleknagik,01420,02
Allakaket,01860,02
Ambler,01970,02
Anaktuvuk Pass,02080,02
Anchorage municipality,03000,02
Anderson,03220,02
Angoon,03440,02
Aniak,03550,02
Anvik,03880,02
Atka,04210,02
Atqasuk,04500,02
Barrow,05200,02
Bethel,06520,02
Bettles,06630,02
Brevig Mission,08740,02
Buckland,09600,02
Chefornak,12680,02
Chevak,13230,02
Chignik,13550,02
Chuathbaluk,14330,02
Clark's Point,15430,02
Coffman Cove,16360,02
Cold Bay,16530,02
Cordova,17410,02
Craig,17740,02
Deering,18510,02
Delta Junction,18620,02
Dillingham,18950,02
Diomede,19060,02
Eagle,20380,02
Edna Bay,20970,02
Eek,21040,02
Egegik,21150,02
Ekwok,21810,02
Elim,22250,02
Emmonak,22910,02
Fairbanks,24230,02
False Pass,24660,02
Fort Yukon,26760,02
Galena,27530,02
Gambell,27640,02
Golovin,29180,02
Goodnews Bay,29290,02
Grayling,30060,02
Gustavus,30940,02
Holy Cross,33030,02
Homer,33140,02
Hoonah,33360,02
Hooper Bay,33470,02
Houston,33800,02
Hughes,33910,02
Huslia,34350,02
Hydaburg,34460,02
Juneau and borough,36400,02
Kachemak,36540,02
Kake,36770,02
Kaktovik,36990,02
Kaltag,37430,02
Kasaan,37650,02
Kenai,38420,02
Ketchikan,38970,02
Kiana,39300,02
King Cove,39410,02
Kivalina,39960,02
Klawock,40400,02
Kobuk,40840,02
Kodiak,40950,02
Kotlik,41720,02
Kotzebue,41830,02
Koyuk,41940,02
Koyukuk,42050,02
Kupreanof,42160,02
Kwethluk,42380,02
Larsen Bay,43040,02
Lower Kalskag,45460,02
McGrath,46010,02
Manokotak,46890,02
Marshall,47000,02
Mekoryuk,47990,02
Mountain Village,51180,02
Napakiak,52390,02
Napaskiak,52720,02
Nenana,53050,02
Newhalen,53270,02
New Stuyahok,53710,02
Nightmute,53930,02
Nikolai,54150,02
Nome,54920,02
Nondalton,55030,02
Noorvik,55140,02
North Pole,55910,02
Nuiqsut,56320,02
Nulato,56350,02
Nunam Iqua,56600,02
Nunapitchuk,56680,02
Old Harbor,57340,02
Ouzinkie,58550,02
Palmer,58660,02
Pelican,59650,02
Pilot Point,60640,02
Pilot Station,60750,02
Platinum,61080,02
Point Hope,61630,02
Port Alexander,62510,02
Port Heiden,63390,02
Port Lions,63610,02
Quinhagak,64600,02
Ruby,65590,02
Russian Mission,65700,02
St. George,65800,02
St. Mary's,66140,02
St. Michael,66360,02
St. Paul,66470,02
Sand Point,67020,02
Savoonga,67460,02
Saxman,67570,02
Scammon Bay,67680,02
Selawik,68230,02
Seldovia,68340,02
Seward,68560,02
Shageluk,68670,02
Shaktoolik,68890,02
Shishmaref,69770,02
Shungnak,70100,02
Sitka and borough,70540,02
Soldotna,71640,02
Stebbins,72960,02
Tanana,75160,02
Teller,75930,02
Tenakee Springs,76260,02
Thorne Bay,77140,02
Togiak,77690,02
Toksook Bay,78240,02
Unalakleet,80660,02
Unalaska,80770,02
Upper Kalskag,81320,02
Valdez,82200,02
Wainwright,82750,02
Wales,82860,02
Wasilla,83080,02
White Mountain,84070,02
Whittier,84510,02
Wrangell and borough,86380,02
Apache Junction,02830,04
Avondale,04720,04
Benson,05770,04
Bisbee,06260,04
Buckeye,07940,04
Bullhead City,08220,04
Camp Verde,09690,04
Carefree,10180,04
Casa Grande,10530,04
Cave Creek,11300,04
Chandler,12000,04
Chino Valley,12840,04
Clarkdale,13890,04
Clifton,14380,04
Colorado City,14870,04
Coolidge,15500,04
Cottonwood,16410,04
Dewey-Humboldt,19145,04
Douglas,20050,04
Duncan,20750,04
Eagar,20960,04
El Mirage,22220,04
Eloy,22360,04
Flagstaff,23620,04
Florence,23760,04
Fountain Hills,25300,04
Fredonia,25720,04
Gila Bend,27050,04
Gilbert,27400,04
Glendale,27820,04
Globe,28030,04
Goodyear,28380,04
Guadalupe,30270,04
Hayden,32020,04
Holbrook,33280,04
Huachuca City,34120,04
Jerome,36290,04
Kearny,37200,04
Kingman,37620,04
Lake Havasu City,39370,04
Litchfield Park,41330,04
Mammoth,43990,04
Marana,44270,04
Maricopa,44410,04
Mesa,46000,04
Miami,46350,04
Nogales,49640,04
Oro Valley,51600,04
Page,51810,04
Paradise Valley,52930,04
Parker,53070,04
Patagonia,53490,04
Payson,53700,04
Peoria,54050,04
Phoenix,55000,04
Pima,55560,04
Pinetop-Lakeside,55980,04
Prescott,57380,04
Prescott Valley,57450,04
Quartzsite,58010,04
Queen Creek,58150,04
Safford,62000,04
Sahuarita,62140,04
St. Johns,62350,04
San Luis,63470,04
Scottsdale,65000,04
Sedona,65350,04
Show Low,66470,04
Sierra Vista,66820,04
Snowflake,67800,04
Somerton,68080,04
South Tucson,68850,04
Springerville,68990,04
Star Valley,69480,04
Superior,71300,04
Surprise,71510,04
Taylor,72420,04
Tempe,73000,04
Thatcher,73420,04
Tolleson,74190,04
Tombstone,74400,04
Tucson,77000,04
Tusayan,77490,04
Wellton,81480,04
Wickenburg,82740,04
Willcox,83090,04
Williams,83160,04
Winkelman,83790,04
Winslow,83930,04
Youngtown,85400,04
Yuma,85540,04
Adona,00250,05
Alexander,00580,05
Alicia,00700,05
Allport,00940,05
Alma,00970,05
Almyra,01030,05
Alpena,01060,05
Altheimer,01150,05
Altus,01210,05
Amagon,01270,05
Amity,01360,05
Anthonyville,01457,05
Antoine,01540,05
Arkadelphia,01870,05
Arkansas City,01990,05
Ashdown,02380,05
Ash Flat,02470,05
Atkins,02590,05
Aubrey,02680,05
Augusta,02740,05
Austin,02860,05
Avoca,03040,05
Bald Knob,03280,05
Banks,03430,05
Barling,03640,05
Bassett,03940,05
Batesville,04030,05
Bauxite,04090,05
Bay,04180,05
Bearden,04420,05
Beaver,04540,05
Beebe,04600,05
Beedeville,04720,05
Bella Vista,04840,05
Bellefonte,04900,05
Belleville,04960,05
Ben Lomond,05260,05
Benton,05290,05
Bentonville,05320,05
Bergman,05440,05
Berryville,05560,05
Bethel Heights,05740,05
Bigelow,05920,05
Big Flat,05980,05
Biggers,06040,05
Birdsong,06340,05
Black Oak,06610,05
Black Rock,06700,05
Black Springs,06730,05
Blevins,07030,05
Blue Eye,07150,05
Blue Mountain,07210,05
Bluff City,07270,05
Blytheville,07330,05
Bodcaw,07450,05
Bonanza,07540,05
Bono,07630,05
Booneville,07720,05
Bradford,08260,05
Bradley,08290,05
Branch,08440,05
Briarcliff,08665,05
Brinkley,08950,05
Brookland,09100,05
Bryant,09460,05
Buckner,09550,05
Bull Shoals,09790,05
Burdette,09880,05
Cabot,10300,05
Caddo Valley,10360,05
Caldwell,10450,05
Cale,10480,05
Calico Rock,10570,05
Calion,10600,05
Camden,10720,05
Cammack Village,10780,05
Campbell Station,10900,05
Caraway,11410,05
Carlisle,11500,05
Carthage,11830,05
Casa,11890,05
Cash,11920,05
Caulksville,12190,05
Cave City,12280,05
Cave Springs,12340,05
Cedarville,12520,05
Centerton,12820,05
Central City,13120,05
Charleston,13300,05
Cherokee Village,13450,05
Cherry Valley,13540,05
Chester,13570,05
Chidester,13750,05
Clarendon,13990,05
Clarkedale,14050,05
Clarksville,14140,05
Clinton,14260,05
Coal Hill,14500,05
Colt,14950,05
Concord,15100,05
Conway,15190,05
Corinth,15310,05
Corning,15460,05
Cotter,15490,05
Cotton Plant,15550,05
Cove,15700,05
Coy,15790,05
Crawfordsville,15940,05
Crossett,16240,05
Cushman,16930,05
Daisy,17140,05
Damascus,17290,05
Danville,17320,05
Dardanelle,17380,05
Datto,17410,05
Decatur,17740,05
Delaplaine,18010,05
Delight,18100,05
Dell,18160,05
Denning,18370,05
De Queen,18490,05
Dermott,18520,05
Des Arc,18550,05
De Valls Bluff,18640,05
DeWitt,18790,05
Diamond City,18850,05
Diaz,18940,05
Dierks,18970,05
Donaldson,19450,05
Dover,19600,05
Dumas,19990,05
Dyer,20200,05
Dyess,20230,05
Earle,20320,05
East Camden,20440,05
Edmondson,20830,05
Egypt,20920,05
Elaine,20950,05
El Dorado,21070,05
Elkins,21190,05
Elm Springs,21430,05
Emerson,21580,05
Emmet,21610,05
England,21730,05
Enola,21820,05
Etowah,22120,05
Eudora,22180,05
Eureka Springs,22240,05
Evening Shade,22360,05
Everton,22450,05
Fairfield Bay,22660,05
Fargo,23140,05
Farmington,23170,05
Fayetteville,23290,05
Felsenthal,23320,05
Fifty-Six,23680,05
Fisher,23800,05
Flippin,24010,05
Fordyce,24220,05
Foreman,24250,05
Forrest City,24430,05
Fort Smith,24550,05
Fouke,24640,05
Fountain Hill,24670,05
Fountain Lake,24700,05
Fourche,24760,05
Franklin,25030,05
Fredonia (Biscoe),25060,05
Friendship,25180,05
Fulton,25360,05
Garfield,25750,05
Garland,25780,05
Garner,25900,05
Gassville,26050,05
Gateway,26110,05
Gentry,26290,05
Georgetown,26440,05
Gilbert,26800,05
Gillett,26980,05
Gillham,27010,05
Gilmore,27040,05
Glenwood,27310,05
Goshen,27670,05
Gosnell,27700,05
Gould,27730,05
Grady,27790,05
Grannis,27970,05
Gravette,28360,05
Greenbrier,28510,05
Green Forest,28600,05
Greenland,28660,05
Greenway,28720,05
Greenwood,28780,05
Greers Ferry,28810,05
Griffithville,28990,05
Grubbs,29020,05
Guion,29080,05
Gum Springs,29140,05
Gurdon,29200,05
Guy,29230,05
Hackett,29290,05
Hamburg,29500,05
Hampton,29650,05
Hardy,29920,05
Harrell,30310,05
Harrisburg,30400,05
Harrison,30460,05
Hartford,30490,05
Hartman,30520,05
Haskell,30640,05
Hatfield,30700,05
Havana,30790,05
Haynes,30880,05
Hazen,30940,05
Heber Springs,31090,05
Hector,31150,05
Helena-West Helena,31190,05
Hermitage,31540,05
Hickory Ridge,31900,05
Higden,32080,05
Higginson,32140,05
Highfill,32200,05
Highland,32257,05
Hindsville,32470,05
Holland,32710,05
Holly Grove,32800,05
Hope,33190,05
Horatio,33310,05
Horseshoe Bend,33370,05
Horseshoe Lake,33375,05
Hot Springs,33400,05
Houston,33490,05
Hoxie,33580,05
Hughes,33760,05
Humnoke,33820,05
Humphrey,33850,05
Hunter,33910,05
Huntington,33940,05
Huntsville,33970,05
Huttig,34090,05
Imboden,34150,05
Jacksonport,34720,05
Jacksonville,34750,05
Jasper,34900,05
Jennette,35040,05
Jericho,35140,05
Jerome,35170,05
Johnson,35500,05
Joiner,35650,05
Jonesboro,35710,05
Judsonia,36040,05
Junction City,36130,05
Keiser,36310,05
Kensett,36430,05
Keo,36550,05
Kibler,36670,05
Kingsland,36880,05
Knobel,37240,05
Knoxville,37300,05
Lafe,37660,05
LaGrange,37720,05
Lake City,37780,05
Lakeview,38050,05
Lake View,38110,05
Lake Village,38170,05
Lamar,38290,05
Lavaca,38890,05
Leachville,39010,05
Lead Hill,39040,05
Leola,39310,05
Lepanto,39370,05
Leslie,39460,05
Letona,39520,05
Lewisville,39640,05
Lexa,39670,05
Lincoln,39970,05
Little Flock,40120,05
Little Rock,41000,05
Lockesburg,41090,05
London,41270,05
Lonoke,41420,05
Lonsdale,41450,05
Louann,41630,05
Lowell,41720,05
Luxora,42170,05
Lynn,42260,05
McCaskill,42410,05
McCrory,42500,05
McDougal,42560,05
McGehee,42770,05
McNab,43070,05
McNeil,43100,05
McRae,43220,05
Madison,43280,05
Magazine,43310,05
Magness,43370,05
Magnolia,43460,05
Malvern,43610,05
Mammoth Spring,43670,05
Manila,43820,05
Mansfield,43880,05
Marianna,44120,05
Marie,44150,05
Marion,44180,05
Marked Tree,44210,05
Marmaduke,44240,05
Marshall,44300,05
Marvell,44420,05
Maumelle,44600,05
Mayflower,44750,05
Maynard,44780,05
Melbourne,45080,05
Mena,45170,05
Menifee,45200,05
Midland,45500,05
Midway,45560,05
Mineral Springs,46040,05
Minturn,46100,05
Mitchellville,46190,05
Monette,46400,05
Monticello,46580,05
Montrose,46670,05
Moorefield,46730,05
Moro,46910,05
Morrilton,46970,05
Morrison Bluff,47030,05
Mountainburg,47300,05
Mountain Home,47390,05
Mountain Pine,47450,05
Mountain View,47540,05
Mount Ida,47690,05
Mount Pleasant,47900,05
Mount Vernon,48020,05
Mulberry,48200,05
Murfreesboro,48290,05
Nashville,48560,05
Newark,49010,05
Newport,49580,05
Nimmons,49820,05
Norfork,50000,05
Norman,50030,05
Norphlet,50060,05
North Little Rock,50450,05
Oak Grove,50810,05
Oak Grove Heights,51060,05
Oakhaven,51080,05
Oden,51290,05
Ogden,51350,05
Oil Trough,51410,05
O'Kean,51500,05
Okolona,51530,05
Ola,51560,05
Omaha,52160,05
Oppelo,52430,05
Osceola,52580,05
Oxford,52880,05
Ozan,52940,05
Ozark,52970,05
Palestine,53150,05
Pangburn,53240,05
Paragould,53390,05
Paris,53480,05
Parkdale,53510,05
Parkin,53600,05
Patmos,53900,05
Patterson,53990,05
Peach Orchard,54140,05
Pea Ridge,54200,05
Perla,54620,05
Perry,54650,05
Perrytown,54680,05
Perryville,54710,05
Piggott,55130,05
Pindall,55280,05
Pine Bluff,55310,05
Pineville,55580,05
Plainview,55970,05
Pleasant Plains,56270,05
Plumerville,56480,05
Pocahontas,56540,05
Pollard,56600,05
Portia,56720,05
Portland,56750,05
Pottsville,56990,05
Powhatan,57050,05
Poyen,57080,05
Prairie Grove,57170,05
Prattsville,57230,05
Prescott,57260,05
Pyatt,57890,05
Quitman,57950,05
Ratcliff,58160,05
Ravenden,58250,05
Ravenden Springs,58280,05
Rector,58490,05
Redfield,58580,05
Reed,58880,05
Reyno,59180,05
Rison,59480,05
Rockport,60020,05
Roe,60380,05
Rogers,60410,05
Rondo,60590,05
Rose Bud,60770,05
Rosston,61040,05
Rudy,61460,05
Russell,61640,05
Russellville,61670,05
St. Charles,61940,05
St. Francis,61970,05
St. Joe,62030,05
St. Paul,62060,05
Salem,62150,05
Salesville,62240,05
Scranton,62960,05
Searcy,63020,05
Sedgwick,63110,05
Shannon Hills,63470,05
Sheridan,63710,05
Sherrill,63740,05
Sherwood,63800,05
Shirley,63980,05
Sidney,64280,05
Siloam Springs,64370,05
Smackover,64730,05
Smithville,64910,05
South Lead Hill,65480,05
Southside,65630,05
Sparkman,65900,05
Springdale,66080,05
Springtown,66200,05
Stamps,66320,05
Star City,66440,05
Stephens,66860,05
Strawberry,67250,05
Strong,67370,05
Stuttgart,67490,05
Subiaco,67520,05
Success,67550,05
Sulphur Rock,67730,05
Sulphur Springs,67760,05
Summit,67940,05
Sunset,68060,05
Swifton,68360,05
Taylor,68660,05
Texarkana,68810,05
Thornton,69050,05
Tillar,69230,05
Tinsman,69350,05
Tollette,69500,05
Tontitown,69740,05
Traskwood,69830,05
Trumann,70010,05
Tuckerman,70100,05
Tull,70220,05
Tupelo,70340,05
Turrell,70430,05
Twin Groves,70540,05
Tyronza,70700,05
Ulm,70760,05
Valley Springs,71390,05
Van Buren,71480,05
Vandervoort,71510,05
Victoria,71900,05
Vilonia,71960,05
Viola,72140,05
Wabbaseka,72230,05
Waldenburg,72320,05
Waldo,72350,05
Waldron,72380,05
Walnut Ridge,72890,05
Ward,73130,05
Warren,73310,05
Washington,73370,05
Watson,73550,05
Weiner,73940,05
Weldon,74000,05
Western Grove,74330,05
West Fork,74360,05
West Memphis,74540,05
West Point,74660,05
Wheatley,74840,05
Whelen Springs,74930,05
White Hall,75170,05
Wickes,75500,05
Widener,75560,05
Wiederkehr Village,75570,05
Williford,75740,05
Willisville,75770,05
Wilmar,75860,05
Wilmot,75890,05
Wilson,75920,05
Wilton,75980,05
Winchester,76010,05
Winslow,76190,05
Winthrop,76250,05
Wooster,76820,05
Wrightsville,76970,05
Wynne,77090,05
Yellville,77330,05
Zinc,77600,05
Adelanto,00296,06
Agoura Hills,00394,06
Alameda,00562,06
Albany,00674,06
Alhambra,00884,06
Aliso Viejo,00947,06
Alturas,01444,06
Amador City,01514,06
American Canyon,01640,06
Anaheim,02000,06
Anderson,02042,06
Angels,02112,06
Antioch,02252,06
Apple Valley,02364,06
Arcadia,02462,06
Arcata,02476,06
Arroyo Grande,02868,06
Artesia,02896,06
Arvin,02924,06
Atascadero,03064,06
Atherton,03092,06
Atwater,03162,06
Auburn,03204,06
Avalon,03274,06
Avenal,03302,06
Azusa,03386,06
Bakersfield,03526,06
Baldwin Park,03666,06
Banning,03820,06
Barstow,04030,06
Beaumont,04758,06
Bell,04870,06
Bellflower,04982,06
Bell Gardens,04996,06
Belmont,05108,06
Belvedere,05164,06
Benicia,05290,06
Berkeley,06000,06
Beverly Hills,06308,06
Big Bear Lake,06434,06
Biggs,06560,06
Bishop,06798,06
Blue Lake,07162,06
Blythe,07218,06
Bradbury,07946,06
Brawley,08058,06
Brea,08100,06
Brentwood,08142,06
Brisbane,08310,06
Buellton,08758,06
Buena Park,08786,06
Burbank,08954,06
Burlingame,09066,06
Calabasas,09598,06
Calexico,09710,06
California City,09780,06
Calimesa,09864,06
Calipatria,09878,06
Calistoga,09892,06
Camarillo,10046,06
Campbell,10345,06
Canyon Lake,10928,06
Capitola,11040,06
Carlsbad,11194,06
Carmel-by-the-Sea,11250,06
Carpinteria,11446,06
Carson,11530,06
Cathedral City,12048,06
Ceres,12524,06
Cerritos,12552,06
Chico,13014,06
Chino,13210,06
Chino Hills,13214,06
Chowchilla,13294,06
Chula Vista,13392,06
Citrus Heights,13588,06
Claremont,13756,06
Clayton,13882,06
Clearlake,13945,06
Cloverdale,14190,06
Clovis,14218,06
Coachella,14260,06
Coalinga,14274,06
Colfax,14498,06
Colma,14736,06
Colton,14890,06
Colusa,14946,06
Commerce,14974,06
Compton,15044,06
Concord,16000,06
Corcoran,16224,06
Corning,16322,06
Corona,16350,06
Coronado,16378,06
Corte Madera,16462,06
Costa Mesa,16532,06
Cotati,16560,06
Covina,16742,06
Crescent City,17022,06
Cudahy,17498,06
Culver City,17568,06
Cupertino,17610,06
Cypress,17750,06
Daly City,17918,06
Dana Point,17946,06
Danville,17988,06
Davis,18100,06
Delano,18394,06
Del Mar,18506,06
Del Rey Oaks,18688,06
